,road,km,type,model_type,name,length,condition,lat,lon,intersec_to
2351,N5,379.711,Box Culvert,bridge,.,6.7,A,25.7702303245454,88.8053612579545,
2352,N5,380.143,Slab Culvert,bridge,.,3.65,A,25.7712961457142,88.8013667771428,
2353,N5,381.488,Slab Culvert,bridge,.,3.55,B,25.7739965244604,88.7883313942446,
2354,N5,381.84,Box Culvert,bridge,.,9.9,A,25.7743460716666,88.7848524333333,
2355,N5,382.302,Box Culvert,bridge,.,13.08,A,25.7740734,88.7803142333333,
2356,N5,382.615,Slab Culvert,bridge,.,1.7,A,25.7737694155597,88.7773046512334,
2357,N5,382.689,Slab Culvert,bridge,.,1.7,C,25.7736641024667,88.776625971537,
2358,N5,383.144,Arch Masonry,bridge,.,2.7,C,25.7731213990825,88.7722921467889,
2359,N5,383.605,Box Culvert,bridge,.,3.5,A,25.7734572057636,88.7674624037464,
2360,N5,383.925,Box Culvert,bridge,.,3.5,A,25.77378826,88.76478054,
2361,N5,384.932,RCC Girder Bridge,bridge,.,54.39,A,25.7735652128035,88.7546274885209,
2362,N5,385.615,Box Culvert,bridge,.,3.5,A,25.7734413552127,88.7479034720212,
2363,N5,385.951,RCC Girder Bridge,bridge,Atrai Bridge.,246.85,C,25.7730740071276,88.7450041852127,
2364,N5,387.761,Steel Beam & RCC Slab,bridge,.,9.79,C,25.770038742,88.7311856,
2365,N5,388.825,Box Culvert,bridge,.,10.1,A,25.7619433359999,88.726205472,
2366,N5,389.743,PC Girder Bridge,bridge,Gabura Bridge,77.34,C,25.7562194948314,88.7189732594382,
2367,N5,391.313,Steel Beam & RCC Slab,bridge,.,9.2,D,25.7527562779661,88.7041152242937,
2368,N5,392.186,Box Culvert,bridge,.,6.72,A,25.753455972,88.6961048752,
2369,N5,395.396,Arch Masonry,bridge,.,3.2,A,25.7651823454,88.6737216,
2370,N5,396.343,Box Culvert,bridge,.,25.43,A,25.7728419163157,88.6724879229473,
2371,N5,397.521,Box Culvert,bridge,.,6.5,A,25.7839399393835,88.6749266325342,
2372,N5,399.365,RCC Girder Bridge,bridge,Dipa Bridge,93.21,B,25.7991268873913,88.6772818452174,
2373,N5,399.816,Box Culvert,bridge,.,4.5,A,25.8032380882,88.6767778706,
2374,N5,402.282,Box Culvert,bridge,.,3.25,A,25.8198537462365,88.6657041204301,
2375,N5,406.209,Slab Culvert,bridge,.,7.05,C,25.8527107912765,88.6553144603191,
2376,N5,410.976,Box Culvert,bridge,.,3.4,A,25.8849868452,88.6279185552,
2377,N5,412.847,Box Culvert,bridge,.,2.35,A,25.896190197856,88.6142872957121,
2378,N5,414.004,Box Culvert,bridge,.,4.5,A,25.9021897347058,88.6053721999999,
2379,N5,414.501,Box Culvert,bridge,.,3.43,A,25.9043013512745,88.6012305333333,
2380,N5,414.812,Box Culvert,bridge,.,11.1,A,25.9048464352941,88.5981864568627,
2381,N5,416.345,RCC Girder Bridge,bridge,.,41.08,A,25.9081123872047,88.5835863350393,
2382,N5,418.135,Box Culvert,bridge,.,2.32,A,25.9108870533156,88.5663212342175,
2383,N5,419.473,Box Culvert,bridge,.,9.82,A,25.9149102,88.5568997994,
2384,N5,421.471,Slab Culvert,bridge,.,6.6,A,25.9312439481561,88.5506315201735,
2385,N5,422.506,Box Culvert,bridge,.,4.47,A,25.9394679401,88.5457826911999,
2386,N5,424.072,Slab Culvert,bridge,.,6.55,A,25.9511429975,88.53776313,
2387,N5,425.597,Slab Culvert,bridge,.,3.6,A,25.961259998,88.52735819,
2388,N5,426.161,Box Culvert,bridge,.,2.87,A,25.9646749616,88.523378888,
2389,N5,426.863,Box Culvert,bridge,.,4.45,A,25.9692593492,88.5187438732,
2390,N5,430.036,Box Culvert,bridge,.,3.5,B,25.9909807355555,88.4985320302777,
2391,N5,431.16,Box Culvert,bridge,.,2.35,C,25.9986437913,88.4925648,
2392,N5,432.443,RCC Girder Bridge,bridge,.,37.87,C,26.0074489955555,88.4846124881481,
2393,N5,433.706,Slab Culvert,bridge,.,3.95,A,26.0151708995,88.4750755782,
2394,N5,434.429,Box Culvert,bridge,.,1.87,A,26.018504291,88.4705769276,
2395,N5,435.617,Box Culvert,bridge,.,1.87,A,26.0257640779411,88.4754793573529,
2396,N5,437.19,Slab Culvert,bridge,.,2.2,A,26.0358779843,88.4867452511,
2397,N5,438.031,Box Culvert,bridge,.,2.35,A,26.0405857752475,88.4931858831683,
2398,N5,440.291,Box Culvert,bridge,.,3.45,A,26.0560468526717,88.50706727465641,
2399,N5,440.427,Box Culvert,bridge,.,3.38,A,26.0571047871428,88.5076975857142,
2400,N5,440.44,Box Culvert,bridge,.,17.4,A,26.057210024,88.5077533,
2401,N5,442.887,Box Culvert,bridge,.,3.95,A,26.0782924421348,88.5142692702247,
2402,N5,443.053,Slab Culvert,bridge,.,2.68,B,26.0797328185393,88.5148494308988,
2403,N5,443.806,Box Culvert,bridge,.,4.5,A,26.0861808388235,88.51756701,
2404,N5,444.372,Box Culvert,bridge,.,3.35,A,26.0906663333333,88.5199715666666,
2405,N5,444.544,Box Culvert,bridge,.,29.4,A,26.0920294164705,88.52070228,
2406,N5,445.739,Box Culvert,bridge,.,2.35,A,26.1017667757763,88.5259167012422,
2407,N5,446.179,RCC Girder Bridge,bridge,.,64.36,A,26.1052081587991,88.527738647412,
2408,N5,446.605,Box Culvert,bridge,.,3.38,A,26.1087910703984,88.5291880081594,
2409,N5,448.198,Box Culvert,bridge,.,4.45,A,26.1225996734693,88.533424907483,
2410,N5,449.332,Box Culvert,bridge,.,39.15,A,26.132565085,88.53611494375,
2411,N5,449.467,Box Culvert,bridge,.,1.85,A,26.1337792074999,88.536358703125,
2412,N5,450.79,Box Culvert,bridge,.,5.8,A,26.1452532652,88.5374152432,
2413,N5,450.807,Box Culvert,bridge,.,32.75,A,26.1454072155,88.537448298,
2414,N5,451.259,Box Culvert,bridge,.,4.5,A,26.1495004823,88.5383271668,
2415,N5,451.871,Box Culvert,bridge,.,2.35,A,26.1548157969999,88.539476321,
2416,N5,453.198,Box Culvert,bridge,.,2.35,A,26.1662970657534,88.5422314260273,
2417,N5,454.112,Box Culvert,bridge,.,3.95,A,26.1740011377049,88.5448197721311,
2418,N5,454.302,Steel Beam & RCC Slab,bridge,.,31.52,C,26.1756536704918,88.5453735131147,
2419,N5,455.276,Box Culvert,bridge,.,3.4,A,26.1840166785263,88.5481625797894,
2420,N5,455.619,Box Culvert,bridge,.,2.83,A,26.1869453208421,88.5491454372631,
2421,N5,456.939,Box Culvert,bridge,.,2.35,A,26.1976280706285,88.5540841889142,
2422,N5,457.969,Box Culvert,bridge,.,4.45,A,26.2063434127027,88.5544794881081,
2423,N5,458.735,Box Culvert,bridge,.,2.33,A,26.2131352243333,88.5550021205,
2424,N5,459.138,Box Culvert,bridge,.,2.47,A,26.2166691271739,88.555368048913,
2425,N5,462.211,Box Culvert,bridge,.,4.87,A,26.2439084124271,88.5588238007767,
2426,N5,463.44,Box Culvert,bridge,.,12.5,A,26.2547785272,88.5581247048,
2427,N5,464.482,Slab Culvert,bridge,.,3.5,A,26.264054586,88.5572642,
2428,N5,465.132,Box Culvert,bridge,.,4.45,A,26.2697240582809,88.5576147576519,
2429,N5,465.925,Box Culvert,bridge,.,1.85,A,26.2767858282467,88.5590725902597,
2430,N5,467.956,Box Culvert,bridge,.,1.95,A,26.2946322898734,88.5581987341772,
2431,N5,468.15,Box Culvert,bridge,.,3.5,A,26.2964059164556,88.558014556962,
2432,N5,468.971,Box Culvert,bridge,.,5.0,A,26.3036306304,88.5568803,
2433,N5,469.334,PC Girder Bridge,bridge,Korotoa Bridge,254.76,A,26.3068270632,88.5559728,
2434,N5,470.985,Slab Culvert,bridge,.,1.95,A,26.3212403216216,88.5535728,
2435,N5,474.673,Box Culvert,bridge,.,3.47,A,26.3490111067484,88.5585896515337,
2436,N5,475.182,Arch Masonry,bridge,.,3.75,A,26.353473164,88.559731104,
2437,N5,475.95,Box Culvert,bridge,.,3.5,A,26.3602492104,88.5613430736,
2438,N5,478.069,Box Culvert,bridge,.,3.45,A,26.3790041409836,88.5629929254098,
2439,N5,479.036,Slab Culvert,bridge,.,3.53,A,26.3877990648769,88.5628330926174,
2440,N5,480.389,Slab Culvert,bridge,.,3.0,A,26.399612589,88.5607701422,
2441,N5,480.819,Arch Masonry,bridge,.,6.85,A,26.4034265209009,88.5599275076576,
2442,N5,481.886,Box Culvert,bridge,.,4.03,A,26.4124774115942,88.5589319956521,
2443,N5,483.866,RCC Girder Bridge,bridge,Chawai Bridge,48.71,B,26.4290695332642,88.565096658031,
2444,N5,486.654,Box Culvert,bridge,.,6.8,A,26.451613030297,88.5619753390099,
2445,N5,487.66,Box Culvert,bridge,.,3.5,A,26.4573618480369,88.5563835351039,
2446,N5,488.701,Box Culvert,bridge,.,3.4,A,26.4634465137999,88.5487219139,
2447,N5,488.706,Box Culvert,bridge,.,5.02,A,26.4634751248,88.5486828844,
2448,N5,489.18,Box Culvert,bridge,.,3.5,A,26.466112586266,88.5450352429184,
2449,N5,489.568,Box Culvert,bridge,.,3.5,A,26.468251665236,88.5420632961373,
2450,N5,490.429,Box Culvert,bridge,.,3.05,A,26.4730916019628,88.5352591866735,
2451,N5,490.766,Box Culvert,bridge,.,3.47,A,26.4749782217391,88.5326189,
2452,N5,490.895,Box Culvert,bridge,.,2.97,A,26.4756955583333,88.5315966645833,
2453,N5,491.559,Box Culvert,bridge,.,3.44,A,26.4791538916666,88.5262362479166,
2454,N5,492.827,RCC Girder Bridge,bridge,Bhajanpur Bridge,134.7,B,26.4790359028169,88.5142156049295,
2455,N5,494.263,Box Culvert,bridge,.,3.5,A,26.4753208596439,88.5004886848664,
2456,N5,495.605,RCC Girder Bridge,bridge,.,31.3,A,26.4687439403174,88.489487695873,
2457,N5,496.627,Box Culvert,bridge,.,3.45,A,26.4702664763636,88.4806585054545,
2458,N5,497.3,Box Culvert,bridge,.,1.7,A,26.4708542150501,88.4741238897993,
2459,N5,498.161,RCC Girder Bridge,bridge,.,65.46,B,26.4714067666666,88.4654347666666,
2460,N5,499.949,Box Culvert,bridge,.,3.0,A,26.4754408043887,88.4485519103448,
2461,N5,500.993,Box Culvert,bridge,.,4.45,C,26.4770042312741,88.4386599729729,
2462,N5,501.198,Box Culvert,bridge,.,3.53,A,26.4779606472972,88.437000027027,
2463,N5,501.715,Box Culvert,bridge,.,6.7,A,26.4801300937172,88.4327491942408,
2464,N5,502.702,Box Culvert,bridge,.,4.62,A,26.4828911340816,88.4233384472448,
2465,N5,503.988,Box Culvert,bridge,.,3.4,A,26.4855941873994,88.4108194254691,
2466,N5,505.489,PC Girder Bridge,bridge,.,25.0,A,26.488138214,88.3961711273333,
2467,N5,507.097,PC Girder Bridge,bridge,.,25.0,A,26.4887293234449,88.3800721349282,
2468,N5,508.047,Box Culvert,bridge,.,1.75,A,26.4900653064327,88.3715704994152,
2469,N5,511.814,Slab Culvert,bridge,.,3.67,A,26.5170072385,88.35588992625,
2470,N5,512.693,PC Girder Bridge,bridge,.,42.95,A,26.5237552438202,88.3598863921348,
2471,N5,512.736,RCC Girder Bridge,bridge,Amla Bridge,123.0,B,26.524096127528,88.3600823368539,
2472,N5,516.568,Slab Culvert,bridge,.,3.65,A,26.555150142,88.377065723,
2473,N5,517.048,RCC Girder Bridge,bridge,.,42.75,B,26.5589248212389,88.3791188137168,
2474,N5,520.948,Box Culvert,bridge,.,3.5,A,26.5906392227488,88.3963136545023,
2475,N5,522.718,Slab Culvert,bridge,.,6.53,A,26.6051453552828,88.4040994790821,
2476,N5,526.033,sink,sink,sink,0.0,,26.6332216,88.4148333,
2477,N501,0.0,source,source,source,0.0,,23.7985552,90.3434163,
2478,N501,5.886,Box Culvert,bridge,VARIBAD BOX CULVERT,16.35,A,23.844899293,90.3409732355,
2479,N501,6.901,Box Culvert,bridge,Dhour sluicegate -2,5.2,A,23.8530882147058,90.3425952705882,
2480,N501,11.942,sink,sink,sink,0.0,,23.8922497,90.3618056,
2481,N502,0.0,source,source,source,0.0,,24.821916,89.36275,
2482,N502,0.441,Slab Culvert,bridge,.,4.15,B,24.8200651679545,89.359319318409,
2483,N502,1.534,Slab Culvert,bridge,.,4.2,A,24.8105260709497,89.3565890418994,
2484,N502,2.517,Slab Culvert,bridge,.,7.25,A,24.8018806714022,89.3555042341328,
2485,N502,3.512,Slab Culvert,bridge,.,8.65,A,24.7930353402298,89.3534848444444,
2486,N502,5.905,Slab Culvert,bridge,.,4.2,A,24.7720054563169,89.3487240981798,
2487,N502,7.902,Slab Culvert,bridge,.,4.2,C,24.7544131989082,89.344652080131,
2488,N502,9.19,Slab Culvert,bridge,.,2.7,B,24.7451653368663,89.3373875585253,
2489,N502,11.572,RCC Girder Bridge,bridge,.,23.13,C,24.72936714,89.321599324,
2490,N502,13.404,Box Culvert,bridge,.,3.65,B,24.7148308492537,89.3143710492537,
2491,N502,14.39,Slab Culvert,bridge,.,4.0,C,24.7069832417475,89.3109379286407,
2492,N502,15.016,Box Culvert,bridge,.,5.85,C,24.7025009224489,89.3069147877551,
2493,N502,29.023,RCC Girder Bridge,bridge,.,10.7,C,24.5969535467,89.2380693946,
2494,N502,29.599,RCC Girder Bridge,bridge,.,10.7,C,24.5924725935652,89.2361682313043,
2495,N502,32.334,Box Culvert,bridge,.,6.7,A,24.57392966,89.2178781394366,
2496,N502,32.652,Box Culvert,bridge,.,3.6,B,24.5718882913312,89.2158103071207,
2497,N502,33.711,Box Culvert,bridge,.,5.2,A,24.5654894619171,89.2083802742228,
2498,N502,34.879,Box Culvert,bridge,.,3.75,A,24.5581797574115,89.2153410670354,
2499,N502,35.195,RCC Girder Bridge,bridge,Jamtala Bridge,38.12,C,24.5561845571428,89.2008529142857,
2500,N502,36.141,Box Culvert,bridge,.,13.2,B,24.5499918933333,89.1911802316666,
2501,N502,36.998,RCC Girder Bridge,bridge,Hurmuter Bridge,36.49,C,24.5434436522981,89.1864307881987,
2502,N502,38.323,RCC Girder Bridge,bridge,.,49.21,C,24.5339236052777,89.1788470283333,
2503,N502,39.246,RCC Girder Bridge,bridge,.,75.55,A,24.5276864452631,89.1728472926315,
2504,N502,40.598,RCC Girder Bridge,bridge,Faliar Bridge,75.94,C,24.5186144575193,89.164126292093,
2505,N502,41.099,RCC Girder Bridge,bridge,Jolabata Bridge,75.93,B,24.51531058375,89.1609336725,
2506,N502,42.03,RCC Girder Bridge,bridge,Baisar Bridge,76.51,C,24.50875,89.1546389,
2507,N502,43.002,Box Culvert,bridge,.,16.25,A,24.5024361500613,89.1485691723926,
2508,N502,43.9,RCC Girder Bridge,bridge,Singra Bridge,124.43,C,24.4999181580645,89.1409889225806,
2509,N502,45.75,RCC Girder Bridge,bridge,Nirgunpara Bridge,12.4,C,24.4985506208333,89.1226393416666,
2510,N502,46.194,Box Culvert,bridge,.,16.6,A,24.4979367967741,89.1184066754838,
2511,N502,47.569,Box Culvert,bridge,.,26.15,A,24.4953101566423,89.1052716251094,
2512,N502,48.308,RCC Girder Bridge,bridge,Sherkol Bridge,56.28,C,24.4907960772972,89.1005272924324,
2513,N502,49.011,Box Culvert,bridge,.,19.7,A,24.4844756915384,89.0977097361538,
2514,N502,50.669,Box Culvert,bridge,.,7.0,A,24.4761195612862,89.0847487209331,
2515,N502,52.287,RCC Girder Bridge,bridge,Bandar Bridge,8.11,C,24.4681772069767,89.0712766869767,
2516,N502,53.108,RCC Girder Bridge,bridge,Bandar Amtala Bridge,11.2,C,24.4651926156862,89.0642100047058,
2517,N502,54.635,RCC Girder Bridge,bridge,.,12.37,A,24.4570325459595,89.0534982194444,
2518,N502,55.695,Box Culvert,bridge,.,6.98,A,24.4496965566901,89.0483446319248,
2519,N502,56.458,RCC Girder Bridge,bridge,Eichand Bridge,38.32,C,24.4464311516666,89.0418982899999,
2520,N502,57.132,RCC Girder Bridge,bridge,Nowapara Bridge,12.36,A,24.443830384507,89.0344060380281,
2521,N502,57.947,RCC Girder Bridge,bridge,Haguria Bridge,12.54,B,24.4418912654687,89.0280519667187,
2522,N502,58.736,RCC Girder Bridge,bridge,Kaishabari Bridge,12.26,C,24.4387328357868,89.0213660121827,
2523,N502,59.434,Box Culvert,bridge,.,3.7,A,24.4367782833922,89.0146848904593,
2524,N502,60.031,RCC Girder Bridge,bridge,Vatodara Bridge,12.02,C,24.4350655069999,89.009080562,
2525,N502,60.477,Box Culvert,bridge,.,12.1,A,24.4320505583524,89.0068663338672,
2526,N502,61.75,Box Culvert,bridge,.,4.5,A,24.4218547200854,89.0016985974359,
2527,N502,63.29,sink,sink,sink,0.0,,24.4118889,88.9961108,
2528,N503,0.0,source,source,source,0.0,,23.8435552,89.8113333,
2529,N503,0.246,Box Culvert,bridge,4 s p dacton,24.0,B,23.8428158231343,89.8091915395522,
2530,N503,0.832,RCC Girder Bridge,bridge,Utholi Bridge,18.88,A,23.8413450482758,89.8037057903448,
2531,N503,1.159,Box Culvert,bridge,BOLIA BOX CUL;VERT,30.0,B,23.8405579819672,89.8006721639344,
2532,N503,1.498,RCC Girder Bridge,bridge,BALIA RCC GIDER BRIDGE,18.0,C,23.8398625371794,89.7975719717948,
2533,N503,2.385,Box Culvert,bridge,BAWALI,42.5,B,23.8379450313106,89.7891398114077,
2534,N503,3.269,sink,sink,sink,0.0,,23.8359441,89.7807771,
2535,N504,0.0,source,source,source,0.0,,23.9580556,89.6071944,
2536,N504,1.097,Box Culvert,bridge,.,7.52,A,23.9530536602094,89.6166028600349,
2537,N504,1.773,Box Culvert,bridge,.,19.7,A,23.9530556,89.6230837646363,
2538,N504,2.851,Box Culvert,bridge,.,19.78,A,23.9530556,89.6334557906363,
2539,N504,3.31,RCC Girder Bridge,bridge,Natia Bari Bazar Bridge,48.15,B,23.9521389,89.63783124375,
2540,N504,5.587,sink,sink,sink,0.0,,23.9427497,89.6521389,
2541,N505,0.0,source,source,source,0.0,,23.892583,89.6530278,
2542,N505,0.228,Box Culvert,bridge,.,6.73,A,23.8913353861702,89.6548888776595,
2543,N505,4.4,sink,sink,sink,0.0,,23.8635833,89.6811938,
2544,N506,0.0,source,source,source,0.0,,25.7161111,89.2623056,
2545,N506,0.185,Box Culvert,bridge,.,2.0,A,25.7170403608342,89.2637467971031,
2546,N506,1.288,Box Culvert,bridge,.,3.65,A,25.7226553941489,89.2725624680851,
2547,N506,2.186,Box Culvert,bridge,.,3.62,A,25.7281468780748,89.2794181208556,
2548,N506,2.741,RCC Girder Bridge,bridge,.,14.17,B,25.7313284333333,89.2834741930555,
2549,N506,3.47,Box Culvert,bridge,.,2.07,B,25.7344336107296,89.289455360515,
2550,N506,4.356,Box Culvert,bridge,.,5.2,B,25.733390663777,89.2981188198142,
2551,N506,4.731,Box Culvert,bridge,.,6.9,A,25.7344833742268,89.3015035791237,
2552,N506,7.422,Slab Culvert,bridge,.,3.7,A,25.7441217722132,89.3232347260096,
2553,N506,8.612,RCC Girder Bridge,bridge,Burail Bridge,29.2,D,25.7517586889655,89.3314506227586,
2554,N506,10.343,Slab Culvert,bridge,.,3.7,B,25.7590933523961,89.3461251651757,
2555,N506,11.481,Box Culvert,bridge,.,5.2,B,25.760198868,89.357385534,
2556,N506,12.436,Box Culvert,bridge,.,2.05,B,25.7622222,89.3663889,
2557,N506,13.483,Box Culvert,bridge,.,1.95,B,25.7649275225512,89.3766261371298,
2558,N506,13.909,RCC Girder Bridge,bridge,Manash Bridge,32.03,B,25.7661000899772,89.3806559612756,
2559,N506,15.958,Box Culvert,bridge,.,5.2,B,25.76734005,89.4009934235294,
2560,N506,17.314,Box Culvert,bridge,.,3.65,B,25.7687910664804,89.4144866555866,
2561,N506,19.636,Slab Culvert,bridge,.,5.07,D,25.7804477599999,89.4324537868965,
2562,N506,19.896,Baily with Steel Deck,bridge,.,12.15,B,25.78186736,89.4344214489655,
2563,N506,20.749,Truss With Timber Deck,bridge,Tista Bridge,642.6,C,25.7884727338095,89.4388282047619,
2564,N506,21.361,RCC Bridge,bridge,.,6.67,B,25.793333,89.4416108,
2565,N506,22.756,Slab Culvert,bridge,.,6.7,A,25.804819992,89.446463018,
2566,N506,23.234,Box Culvert,bridge,.,19.8,A,25.8089413355555,89.4470922955555,
2567,N506,24.692,Box Culvert,bridge,.,6.73,B,25.8218371333333,89.4493968506666,
2568,N506,25.085,Box Culvert,bridge,.,3.6,B,25.8244791489473,89.4520153752631,
2569,N506,26.501,Box Culvert,bridge,.,3.55,D,25.8318533960784,89.4627679980392,
2570,N506,27.019,RCC Bridge,bridge,.,13.74,A,25.8345265769807,89.4670269508565,
2571,N506,28.77,Box Culvert,bridge,.,10.2,A,25.8439606723404,89.4811790085106,
2572,N506,29.767,Box Culvert,bridge,.,2.9,A,25.8508384726804,89.4875404536082,
2573,N506,30.338,RCC Bridge,bridge,.,14.63,B,25.8546916962962,89.4906819405797,
2574,N506,35.314,Box Culvert,bridge,.,6.75,A,25.867391671,89.531695208,
2575,N506,36.423,Box Culvert,bridge,.,3.65,B,25.8632258104529,89.5413071407665,
2576,N506,37.598,Box Culvert,bridge,.,3.5,B,25.8593568509302,89.5519914179069,
2577,N506,42.488,RCC Girder Bridge,bridge,.,32.0,A,25.8428058896243,89.5954168991055,
2578,N506,44.342,Box Culvert,bridge,.,13.1,A,25.8335828269028,89.6094056656168,
2579,N506,46.143,Box Culvert,bridge,.,6.7,A,25.8183113693617,89.6117169961702,
2580,N506,46.626,Box Culvert,bridge,.,2.0,A,25.8142543149397,89.6129993563855,
2581,N506,49.382,Box Culvert,bridge,.,1.7,A,25.8119628766304,89.6383127831521,
2582,N506,49.812,Slab Culvert,bridge,.,1.3,C,25.8128715375,89.642833,
2583,N506,50.017,sink,sink,sink,0.0,,25.8130278,89.643333,
2584,N507,0.0,source,source,source,0.0,,24.4192216,89.5518056,
2585,N507,0.221,Box Culvert,bridge,.,6.75,A,24.418644261229,89.5497357220111,
2586,N507,1.111,Box Culvert,bridge,.,10.0,A,24.4163355202283,89.5415654495921,
2587,N507,1.722,Box Culvert,bridge,.,6.73,A,24.414611484,89.5356337301538,
2588,N507,2.03,Box Culvert,bridge,.,13.25,A,24.4136111,89.5325271,
2589,N507,2.345,PC Girder Bridge,bridge,1No.Churiokandi Bridge,60.06,C,24.4127962667621,89.5300269381088,
2590,N507,2.912,Box Culvert,bridge,.,9.96,A,24.4108438057692,89.5244731801282,
2591,N507,3.21,Box Culvert,bridge,.,6.73,A,24.4102808864197,89.5220449333333,
2592,N507,3.51,Box Culvert,bridge,.,13.5,A,24.4101678073089,89.5213945677741,
2593,N507,3.71,Box Culvert,bridge,.,6.75,A,24.4100801913043,89.5174954644268,
2594,N507,4.227,PC Girder Bridge,bridge,2 No. Bridge,90.1,A,24.4095103895454,89.5120641831818,
2595,N507,4.61,Box Culvert,bridge,.,10.0,A,24.4094473121495,89.5085682803738,
2596,N507,4.711,Box Culvert,bridge,.,10.0,A,24.4093459075471,89.5075943603773,
2597,N507,5.508,Box Culvert,bridge,.,10.2,A,24.404576628629,89.5011589028225,
2598,N507,5.908,Box Culvert,bridge,.,10.29,A,24.4029699846625,89.4969383061349,
2599,N507,6.207,Box Culvert,bridge,.,13.76,A,24.4022193740196,89.4947684460784,
2600,N507,7.906,Box Culvert,bridge,.,10.2,A,24.3971547430155,89.4790465691796,
2601,N507,8.104,Box Culvert,bridge,.,13.5,A,24.3961941555555,89.4762554666666,
2602,N507,8.404,Box Culvert,bridge,.,10.2,A,24.3968406574468,89.4741795840425,
2603,N507,9.604,Box Culvert,bridge,.,10.0,A,24.3919595909698,89.4633019357859,
2604,N507,9.804,Box Culvert,bridge,.,10.3,A,24.3914379585284,89.4614288491638,
2605,N507,10.103,Box Culvert,bridge,.,10.3,A,24.3903578620689,89.4580517,
2606,N507,11.501,Box Culvert,bridge,.,10.4,A,24.3862092340206,89.4457074909278,
2607,N507,11.701,Box Culvert,bridge,.,10.4,A,24.3855999260869,89.4438837173913,
2608,N507,11.9,PC Girder Bridge,bridge,.,59.9,A,24.3849966090909,89.4420571595959,
2609,N507,12.326,Box Culvert,bridge,.,10.2,A,24.3833943425692,89.4382960438287,
2610,N507,12.426,Box Culvert,bridge,.,6.9,A,24.3829884483627,89.4374284367758,
2611,N507,13.225,PC Girder Bridge,bridge,Karotoa Bridge,60.1,A,24.3821140434782,89.4298646543478,
2612,N507,13.798,Box Culvert,bridge,.,6.75,A,24.3808160030981,89.4244815678141,
2613,N507,14.098,Box Culvert,bridge,.,6.9,A,24.3803929999999,89.4214898964028,
2614,N507,14.298,Box Culvert,bridge,.,7.0,A,24.3802404012578,89.4195704389937,
2615,N507,14.622,PC Girder Bridge,bridge,.,60.06,A,24.3800346089743,89.4164331788461,
2616,N507,14.798,Box Culvert,bridge,.,13.5,A,24.3799024971428,89.4148174457142,
2617,N507,15.497,Box Culvert,bridge,.,6.85,A,24.3788141984098,89.4080024275618,
2618,N507,15.937,Box Culvert,bridge,.,6.9,A,24.3780387425373,89.4038445156716,
2619,N507,16.296,Box Culvert,bridge,.,10.3,A,24.377286717647,89.4001486712418,
2620,N507,16.796,Box Culvert,bridge,.,10.3,A,24.3763567857707,89.3955134968379,
2621,N507,17.095,Box Culvert,bridge,.,10.35,A,24.375797318617,89.3926564063829,
2622,N507,17.295,Box Culvert,bridge,.,10.35,A,24.3753992165467,89.3906950769784,
2623,N507,17.695,Box Culvert,bridge,.,6.9,A,24.374629876923,89.386730776923,
2624,N507,18.261,Box Culvert,bridge,.,10.3,A,24.373330843804,89.3814345227665,
2625,N507,18.874,PC Girder Bridge,bridge,6 No.Bridge,60.06,B,24.3709315533437,89.3763430836702,
2626,N507,19.3,PC Girder Bridge,bridge,7 No. Bridge,60.06,C,24.3691410862069,89.3718250482758,
2627,N507,20.294,Box Culvert,bridge,.,10.3,A,24.36720208,89.3629610999999,
2628,N507,20.989,Box Culvert,bridge,.,10.36,A,24.3659606192546,89.3563055099379,
2629,N507,21.192,Box Culvert,bridge,.,10.4,A,24.36553225,89.3543530766055,
2630,N507,21.792,Box Culvert,bridge,.,10.47,A,24.3645166175697,89.3484047576354,
2631,N507,22.695,PC Girder Bridge,bridge,8 No. Bridge,150.12,C,24.3633503352112,89.3398228640845,
2632,N507,23.682,PC Girder Bridge,bridge,9 No. Bridge,150.16,B,24.3580073314893,89.3314414697872,
2633,N507,25.391,Box Culvert,bridge,.,7.34,A,24.3508488591511,89.3181455262599,
2634,N507,25.641,PC Girder Bridge,bridge,10 No. Atrai Bridge,149.82,B,24.3509133492537,89.3155970253731,
2635,N507,26.186,Box Culvert,bridge,.,13.76,A,24.3512306379746,89.3106430873417,
2636,N507,26.486,Box Culvert,bridge,.,15.75,A,24.3517622948453,89.3074839659793,
2637,N507,26.886,Box Culvert,bridge,.,10.0,A,24.3522651636363,89.3039444181818,
2638,N507,27.287,Box Culvert,bridge,.,6.9,A,24.3516369759542,89.3001568977099,
2639,N507,27.785,Box Culvert,bridge,.,10.2,A,24.3497323859574,89.2955925042553,
2640,N507,28.47,Box Culvert,bridge,.,6.9,A,24.3466518744966,89.2899386138702,
2641,N507,29.287,Box Culvert,bridge,.,10.2,A,24.3453671767515,89.2821803605095,
2642,N507,29.487,Box Culvert,bridge,.,9.2,A,24.3451194697452,89.2802341184713,
2643,N507,30.437,Box Culvert,bridge,.,6.9,A,24.3438752462039,89.2709535370932,
2644,N507,30.934,Box Culvert,bridge,.,6.9,A,24.343085126078,89.2661452809035,
2645,N507,31.288,Box Culvert,bridge,.,6.94,A,24.3422881158774,89.2628731487465,
2646,N507,31.938,Box Culvert,bridge,.,7.84,A,24.3403832711571,89.2568129402418,
2647,N507,32.289,Box Culvert,bridge,.,7.08,A,24.3392034,89.2536203333333,
2648,N507,32.689,Box Culvert,bridge,.,7.05,A,24.3373839714285,89.2505150691729,
