,road,km,type,model_type,name,length,condition,lat,lon,intersec_to
59,N1,58.838,Box Culvert,bridge,KHAT GHOR BOX CULVERT,5.9,B,23.5060024341,90.9021745389,
60,N1,60.83,Box Culvert,bridge,BAKRA BOX CULVERT,3.0,B,23.5056131416,90.9214660218,
61,N1,63.098,Slab Culvert,bridge,MATIA BAZER,6.0,B,23.5024077848,90.9432418928,
62,N1,63.538,Box Culvert,bridge,SONAPUR BOX CULVERT,3.0,A,23.5013551924,90.9473844088999,
63,N1,66.178,Slab Culvert,bridge,KARON KHAL SLAB CULVERT,4.6,B,23.495896314,90.9715772516,
64,N1,68.04,Box Culvert,bridge,MILL GHAT BOX CULVERT,4.5,A,23.4932728146,90.9887200416,
65,N1,71.156,RCC Girder Bridge,bridge,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.1,C,23.4868805937254,91.017566692647,
66,N1,74.279,Box Culvert,bridge,CORI PAI BOX CULVERT,4.6,B,23.4817873233065,91.0463348850746,
67,N1,75.312,Box Culvert,bridge,COREPAI BOX CULVERT,4.6,B,23.4817498298684,91.0563549686842,
68,N1,76.481,Slab Culvert,bridge,NIMSHAR SLAB CULVERT,1.5,A,23.480613086,91.0674097692,
69,N1,78.382,Slab Culvert,bridge,KABILA DUBARCHAR SLAB CULVERT,1.0,C,23.4776722851,91.0847406393,
70,N1,80.949,Box Culvert,bridge,NAZIRA BOX CULVERT,3.0,B,23.4781159049382,91.1070332074074,
71,N1,81.846,intersection,intersection,Road to Brahmanbaria(N102),0.0,,23.4789716,91.118166,N104
72,N1,82.437,Box Culvert,bridge,TIPRA BAZAR BOX CULVERT,1.4,A,23.4794083880733,91.1238920825688,
73,N1,82.989,Slab Culvert,bridge,AMTOLI SLAB CULVERT,2.9,A,23.479544924,91.129047144,
74,N1,87.713,RCC Girder Bridge,bridge,Dhanpur Bridge,22.85,C,23.4436339598272,91.1493668151188,
75,N1,91.092,RCC Girder Bridge,bridge,Paduar Bazar Bridge,35.97,C,23.4212487704918,91.1678943372365,
76,N1,93.6,RCC Girder Bridge,bridge,Mostapur Bridge,27.35,C,23.4119324230158,91.1939029849206,
77,N1,97.257,RCC Girder Bridge,bridge,Matigara Bridge,27.35,C,23.3976518197887,91.2234221346859,
78,N1,100.938,RCC Girder Bridge,bridge,Suagazi Bridge.,30.48,A,23.3713647755,91.2450175414999,
79,N1,103.456,RCC Girder Bridge,bridge,Lalbag Bridge.,22.88,C,23.3521636774381,91.2572910746724,
80,N1,104.753,Box Culvert,bridge,CHANSIRI BOXCUIVERT,14.3,A,23.342671472,91.264485636,
81,N1,106.519,Box Culvert,bridge,MIABAZAR BOX CULVERT,24.0,A,23.3301462324,91.2748792824,
82,N1,108.125,Box Culvert,bridge,NOYA BAZER BOX CULVERT,9.2,A,23.3180696869138,91.2830867321701,
83,N1,109.289,Box Culvert,bridge,DOLL BARI CULVERT,19.2,B,23.3083612731261,91.2865787034735,
84,N1,109.897,Slab Culvert,bridge,DHARMA PUR SLAB CULVERT,2.6,B,23.3034306450331,91.2889770397351,
85,N1,110.551,Box Culvert,bridge,LALGORE BEZER CULVERT,3.2,A,23.2979675271676,91.2910141369942,
86,N1,111.509,Box Culvert,bridge,SUPUYA BOX CULVERT,13.4,A,23.2897066386454,91.2929584711155,
87,N1,112.469,Box Culvert,bridge,BOWCHI BAZAR CULVERT,4.6,B,23.2821949258397,91.2966655096899,
88,N1,113.717,Box Culvert,bridge,AMAN GONG SLAB CULVERT,6.3,B,23.27301895,91.3029661882,
89,N1,115.052,Box Culvert,bridge,RANGAMATIA (1 BOX CULVERT,3.0,B,23.2618360940594,91.3070217386138,
90,N1,115.326,Slab Culvert,bridge,RANGOWATIA 2 CULVERT,3.0,B,23.25941665,91.3073611,
91,N1,115.525,Box Culvert,bridge,NOWA PARA BOX CULVERT,3.6,B,23.2576429774881,91.3076156494075,
92,N1,116.074,Box Culvert,bridge,HARISHARDE CULVERT,4.5,B,23.2527463398104,91.3083926405213,
93,N1,117.087,Box Culvert,bridge,SONAGATI BOX CULVERT,2.5,B,23.2443915125925,91.3114032292592,
94,N1,117.269,Box Culvert,bridge,BALUJURI BOX CULVERT,19.2,B,23.2429040619631,91.3119739539877,
95,N1,117.627,Box Culvert,bridge,BALUZURI 2 CULVERT,2.6,A,23.2397920309669,91.3125740860465,
96,N1,118.049,Box Culvert,bridge,KALIR BAZAR BOX CULVERT,2.5,A,23.2360759516523,91.3129901976744,
97,N1,118.856,Box Culvert,bridge,KALIA BAZER BOC CULVERT,3.1,B,23.2289195919642,91.3134220678571,
98,N1,119.19,Box Culvert,bridge,CHAUDDAGARAM BOX CULVERT,2.6,B,23.2259184472573,91.3135697177215,
99,N1,119.628,Box Culvert,bridge,CHADDAGRAM BAZAR BOX CULVERT,6.0,A,23.2220338977777,91.3137005933333,
100,N1,120.634,Box Culvert,bridge,HAYDAR POLE BOX CULVERT,14.3,B,23.2131955721448,91.3153497403899,
101,N1,121.567,Box Culvert,bridge,FALGUNCORA CULVERT,6.1,A,23.2050386287937,91.3163167282749,
102,N1,122.603,Box Culvert,bridge,ATTOCK GRAM BOX CULVERT,6.1,A,23.1961887953757,91.3176705069364,
103,N1,123.681,Box Culvert,bridge,BOSONTA PUR BOX CULVERT,6.1,C,23.1874350254302,91.3209051317399,
104,N1,124.346,Box Culvert,bridge,BASHONTA PUR (2,9.5,B,23.1817958149837,91.3208787514658,
105,N1,125.41,Box Culvert,bridge,NANKORA BOX CULVERT,3.1,B,23.1726272318681,91.3205774642857,
106,N1,126.448,Box Culvert,bridge,ANDAJER BAZER BOX CULVERT,9.5,A,23.1635138669191,91.3215889464646,
107,N1,127.673,Box Culvert,bridge,DIMATOLI (1 BOX CULVERT,6.3,B,23.1527364949367,91.3243178772152,
108,N1,128.767,Box Culvert,bridge,DIMATOLY (2 BOX CULVERT,3.5,B,23.1436667679334,91.3266680470308,
109,N1,129.291,Box Culvert,bridge,JAGARNATHPUR BOX CULVERT,6.1,B,23.1389893200345,91.3263585348877,
110,N1,129.955,Box Culvert,bridge,JAGOT PUR BOX CULVERT,3.0,B,23.1332639685968,91.327546416481,
111,N1,130.912,Box Culvert,bridge,HASO BOTHACH BOX CULVERT,6.5,A,23.1252363577777,91.3303863688888,
112,N1,131.577,Slab Culvert,bridge,FOKIR BAZAR SLAB CULVERT,4.5,B,23.1196973774193,91.3328165129032,
113,N1,132.079,Box Culvert,bridge,KAKKARA CULVERT,5.3,B,23.1158251554,91.335094485,
114,N1,133.155,Box Culvert,bridge,Chanara Box Culvert,6.1,A,23.1074284451388,91.3400495436111,
115,N1,133.873,Box Culvert,bridge,CHANGARPULL(II BOX CULVERT,3.1,B,23.1017563206521,91.343162998913,
116,N1,134.426,Box Culvert,bridge,ADONCORA,9.5,B,23.0973512527272,91.3454956309091,
117,N1,134.974,Box Culvert,bridge,PODOYA BOX CULVERT,3.1,A,23.0930298369186,91.3478308386627,
118,N1,135.723,Box Culvert,bridge,FOEALTPARA BOX CULVERT,9.25,B,23.0870753710144,91.3512101492753,
119,N1,136.375,Box Culvert,bridge,UTTOR KAIEATI CULVERT,3.5,A,23.0819909531309,91.3541811474383,
120,N1,136.899,Box Culvert,bridge,KOKALI BOX CULVERT,14.2,B,23.0779647046997,91.3566005031331,
121,N1,137.856,Box Culvert,bridge,DUTHOSHA BOX CULVERT,6.1,B,23.070198184,91.3603022,
122,N1,138.953,Box Culvert,bridge,MOHAMMAD ALI MAZAR,4.0,B,23.0607473333333,91.3618624619047,
123,N1,141.531,Box Culvert,bridge,FATAPUR BOX CULVERT,10.8,A,23.0379728055555,91.3656784724359,
124,N1,142.793,Slab Culvert,bridge,DEBIPUR SLAB CULVERT,1.6,A,23.0269801170731,91.3655004839721,
125,N1,144.939,Box Culvert,bridge,CHARIPUR CULVERT.,3.4,A,23.0124048410423,91.3779796149837,
126,N1,147.296,Box Culvert,bridge,RAMPUR BOX CULVERT,1.5,A,22.999248756,91.3957752,
127,N1,148.151,RCC Girder Bridge,bridge,RAMPUR BRIDGE,23.4,A,22.9947280792802,91.4022894900763,
128,N1,148.174,PC Girder Bridge,bridge,Rampur Bridge(R,22.15,A,22.9945936133042,91.4024539137404,
129,N1,148.495,Box Culvert,bridge,.,1.9,A,22.9927169359869,91.4047486961832,
130,N1,153.843,PC Girder Bridge,bridge,LAMUA BRIDGE,94.05,B,22.9614487369369,91.4429962027027,
131,N1,158.031,Box Culvert,bridge,FAZAILPUR BOXCULVERT,1.5,A,22.9486038666666,91.4794993833333,
132,N1,160.379,PC Girder Bridge,bridge,MUHURI BRIDGE,191.5,B,22.9496126090047,91.502066899526,
133,N1,165.183,PC Girder Bridge,bridge,DumGhat Bridge(L,222.43,A,22.9149647061403,91.5262895350877,
134,N1,165.183,PC Girder Bridge,bridge,DHOOM GHAT PC GIRDER,220.6,B,22.9149647061403,91.5262895350877,
135,N1,165.825,Box Culvert,bridge,BUMGAT BOXCULVERT,6.1,A,22.9097128884012,91.5289285034482,
136,N1,166.479,Slab Culvert,bridge,BOROYAR PARA SLUB CULVERT,3.0,A,22.9042462955223,91.5316297776119,
137,N1,167.963,Box Culvert,bridge,BAROYARHAT BOX CULVERT,3.0,A,22.8916386,91.5354719,
138,N1,169.933,Box Culvert,bridge,UTTOR SONAPAR BOX CULVERT,4.3,A,22.8746986941176,91.5408836647058,
139,N1,170.174,Box Culvert,bridge,CHAIRMEN BARI BOX CULVERT,2.0,A,22.872722034892,91.5415958766187,
140,N1,170.725,Box Culvert,bridge,MADDAM SONAPAR(1 BOX CULVERT,1.5,A,22.8680563702127,91.5432963340425,
141,N1,171.554,Box Culvert,bridge,DHARBAR TILA CULVERT,4.3,A,22.8609876872509,91.5451551717131,
142,N1,171.728,Box Culvert,bridge,MADDUM SONAPHAR-3,2.0,A,22.8594847882591,91.5454799987854,
143,N1,172.122,Box Culvert,bridge,MAMAFOUN ASTANA CULVERT,1.5,A,22.8560565672727,91.5457188709091,
144,N1,172.23,Slab Culvert,bridge,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,22.8551475327433,91.5458221849557,
145,N1,172.969,Box Culvert,bridge,MASTANNAGOR BONCUL(1,8.5,A,22.8486172764705,91.5463706117647,
146,N1,173.35,Box Culvert,bridge,MUSTAU NOGAR(2,3.0,A,22.8453914894736,91.5474689210526,
147,N1,173.585,Box Culvert,bridge,MASTARI HAGOR 3 CULVERT,1.5,A,22.8434551375,91.54814955625,
148,N1,173.859,Box Culvert,bridge,MUSTAN NAGAR -4,3.0,A,22.8410943334277,91.5488096951841,
149,N1,174.804,Box Culvert,bridge,RAIPUR BOX CUL-1,3.0,A,22.8327467692419,91.5501035014577,
150,N1,175.013,Box Culvert,bridge,RAIPUR (2 BOX CULVERT,4.5,A,22.8309613422018,91.5505028545871,
151,N1,175.785,Box Culvert,bridge,PURPU DURGAPURE BOX CUL,12.4,C,22.8243706577981,91.5526915454128,
152,N1,177.247,Box Culvert,bridge,MUCHIPOOL CULVERT,9.5,B,22.811563437647,91.5562562129411,
153,N1,179.363,Box Culvert,bridge,MIRSARAI BOX CUL,4.5,A,22.7941813523326,91.5629612622718,
154,N1,180.85,RCC Girder Bridge,bridge,MIRAISORI BRIDGE,23.2,B,22.7821968918511,91.5691025661971,
155,N1,181.825,Box Culvert,bridge,Mirsorai(2 box culvert,6.0,A,22.774197092,91.5728737519999,
156,N1,182.318,Box Culvert,bridge,IANAINIPOL BOX CULVERT.,9.7,A,22.770251666098,91.5750905211087,
157,N1,183.296,Box Culvert,bridge,BOKIMTOLA BOX CULVERT,4.0,A,22.7630626913907,91.5804538821192,
158,N1,184.654,Box Culvert,bridge,VARTAKA BOX CULVERT,12.9,A,22.7535653245121,91.5886004236585,
159,N1,185.058,Box Culvert,bridge,VARTAGIA BOX CULVERT,3.0,A,22.7506393495689,91.5908840370689,
160,N1,185.842,Box Culvert,bridge,BOTHAGIA (-3 BOX CULVERT,8.1,B,22.7445136523437,91.5943998915364,
161,N1,188.35,Box Culvert,bridge,NIAZAMPUR BOX CULVERT,3.0,A,22.723316755473,91.6024331404452,
162,N1,189.058,Box Culvert,bridge,MIRJAPUR BOX CULVERT,3.0,A,22.7178243865384,91.6057623307692,
163,N1,189.13,Box Culvert,bridge,MIRZAPUR (2 BOX CULVERT,3.0,A,22.7172707342307,91.6061084846153,
164,N1,189.58,Box Culvert,bridge,ISAMATI BOX CULVERT,19.2,C,22.7138727382812,91.6082352218749,
165,N1,191.107,Box Culvert,bridge,DUKHIN UTHPAR BOX CULVERT,19.2,A,22.701816503937,91.6149734608923,
166,N1,192.408,Box Culvert,bridge,VANGGARPOL BOX CULVERT,4.2,A,22.6912517148148,91.6201690574074,
167,N1,192.95,Box Culvert,bridge,BORO KAMALDA BOX CULVERT,3.2,A,22.6868697647058,91.6220385823529,
168,N1,194.149,Box Culvert,bridge,TARAT BOX CULVERT,6.0,A,22.6769772991044,91.6268169453731,
169,N1,194.998,Box Culvert,bridge,Tarial Bazar Culvert,3.0,A,22.6699594391304,91.6293531695652,
170,N1,195.501,Box Culvert,bridge,MIRJA PUR (3 BOX CULVERT,3.0,A,22.6657838981081,91.6311293581081,
171,N1,196.038,Box Culvert,bridge,SATU DURUAR HAT BOX CULVERT,3.0,A,22.6615956814814,91.6335257425926,
172,N1,196.925,Box Culvert,bridge,RONA SORA CULVERT,3.1,A,22.6547124294117,91.6379261764705,
173,N1,197.39,Box Culvert,bridge,NUNA CHARA BOX CULVERT,4.6,A,22.6510709547445,91.6400341194647,
174,N1,197.846,Box Culvert,bridge,BOTTOL BOX CULVERT,12.4,A,22.6474561112311,91.6419171170626,
175,N1,199.279,Box Culvert,bridge,KACHAI PATH BOX CULVERT,3.0,A,22.636096590965,91.648209240657,
176,N1,199.502,Box Culvert,bridge,KACHAI POTTI BOX CULVERT,3.0,A,22.6343285718685,91.6492077265913,
177,N1,200.277,Box Culvert,bridge,EGOL PUR BOX CULVERT,3.0,A,22.6281666352941,91.6527578258312,
178,N1,200.575,Box Culvert,bridge,UTTOR SITAKONDO BAZAR BOX CULVERT,6.1,B,22.6258323373493,91.6541857554217,
179,N1,200.918,Slab Culvert,bridge,SITAKUNDA SLAB,3.0,A,22.6230461711711,91.6554672531531,
180,N1,201.52,Box Culvert,bridge,MOHADAB PUR BOX CULVERT,3.0,A,22.6177563490118,91.6580589438735,
181,N1,201.999,Slab Culvert,bridge,PURBOMOHADAB PUR SLAB CULVERT(L,4.6,A,22.6149899686274,91.6602670503268,
182,N1,201.999,Box Culvert,bridge,DULAHAJRA(R,4.6,A,22.6149899686274,91.6602670503268,
183,N1,202.435,Box Culvert,bridge,MADICAL MORE CULVERT,3.0,A,22.6117556741935,91.6625686731182,
184,N1,203.457,Box Culvert,bridge,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,22.6038394411764,91.6673745588235,
185,N1,203.651,Box Culvert,bridge,KALIAVA BOX CULVERT,4.5,B,22.6023506949579,91.6683367336134,
186,N1,204.342,Box Culvert,bridge,SKM BOX CULVERT(1,9.3,B,22.5971665766519,91.671819207489,
187,N1,204.765,Box Culvert,bridge,HATILOTA BOX CULVERT,4.5,A,22.5938881803921,91.6738889367647,
188,N1,205.615,RCC Girder Bridge,bridge,BAROCONDO BRIDGE,22.25,C,22.5870350167767,91.6770444686922,
189,N1,206.3,Box Culvert,bridge,BAROGINDO CULVERT,2.5,A,22.5815086746355,91.6795390413994,
190,N1,206.866,Box Culvert,bridge,BARO-CUNDHOW BOX CULVERT,10.2,A,22.5767930229508,91.68162274153,
191,N1,207.64,Box Culvert,bridge,PHPMORE BON CULVERT,3.0,A,22.5702905930578,91.6840096656198,
192,N1,207.913,Box Culvert,bridge,CHARA KANDI BOX CULVERT,8.2,A,22.5679968064462,91.6846866604958,
193,N1,208.1,Box Culvert,bridge,R. R TEXTAIL BOX CULVERT,4.5,A,22.5664212916363,91.6851826636363,
194,N1,209.024,Box Culvert,bridge,OHIDPUR BOX CULVERT,4.1,A,22.5585210862619,91.687506242492,
195,N1,209.514,RCC Girder Bridge,bridge,BARSH BARIA BRIDGE,21.6,B,22.5543319776357,91.6887963149094,
196,N1,210.476,Box Culvert,bridge,SOUTH BALSH KHALI BOX CULVERT,3.0,A,22.5467727210909,91.6926260603636,
197,N1,210.776,Box Culvert,bridge,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,22.5444897756363,91.6941310785454,
198,N1,211.433,Box Culvert,bridge,SOTTANA MONDIR CULVERT,8.2,A,22.5390300234693,91.6965452744898,
199,N1,212.483,Box Culvert,bridge,GULAM JUTE MILE BOX CULVERT,3.0,A,22.5303678038461,91.7004641228571,
200,N1,213.386,Arch Masonry,bridge,KYSTELGATE ARCH,16.3,B,22.5229359167189,91.7038366163009,
201,N1,214.807,RCC Girder Bridge,bridge,BORO KUMIRA BRIDGE,27.0,C,22.5113471164122,91.7087907889313,
202,N1,215.467,Box Culvert,bridge,ROYL CIMINT GATE CULVETRT,4.5,A,22.5060220437735,91.7112848218867,
203,N1,215.896,intersection,intersection,Km post missing,0.0,,22.5025556,91.7130556,N2
204,N1,216.196,RCC Girder Bridge,bridge,GORA MARA RCC GIRDER BRIDGE,17.6,A,22.5000858335766,91.7141504905109,
205,N1,217.377,Box Culvert,bridge,GORA MARI BOX CULVERT,3.0,B,22.4904405976324,91.7182726733934,
206,N1,217.942,Box Culvert,bridge,BARAOWLLA BOX CULVERT,4.5,A,22.4855480068965,91.7195309517241,
207,N1,218.441,RCC Girder Bridge,bridge,Baro Aulia,24.33,D,22.4811642144766,91.7203633632516,
208,N1,219.427,Box Culvert,bridge,HATIBORI BOX CULVERT,6.0,A,22.4728530893544,91.7232633541336,
209,N1,220.725,RCC Girder Bridge,bridge,Modonhat Bridge,24.32,D,22.4624386352,91.7285307,
210,N1,222.357,Box Culvert,bridge,KODOM RASUL BOX CULVERT,3.0,A,22.4488628503871,91.7342823894358,
211,N1,222.687,RCC Girder Bridge,bridge,SALAKHARPAD BRIDGE,26.3,C,22.4460793332411,91.7353674287057,
212,N1,223.743,Box Culvert,bridge,HASNA BAD BOX CULVERT,3.0,A,22.4375035216216,91.7386659473513,
213,N1,224.053,RCC Girder Bridge,bridge,VATERIE BRIDGE,40.0,A,22.4350737918918,91.7396527192432,
214,N1,225.702,PC Girder Bridge,bridge,DHAMAKHALI BRIDGE,35.1,B,22.4220415536,91.7480209792,
215,N1,228.029,Box Culvert,bridge,VATIARI CULVERT,5.0,A,22.4030145445,91.75657411625,
216,N1,228.797,Box Culvert,bridge,T. B HOSPITAL GATE BOX CULVERT,3.0,A,22.3963398830265,91.7582551580777,
217,N1,229.203,PC Girder Bridge,bridge,GAMMON BRIDGE,18.0,A,22.3927175345622,91.7590882138248,
218,N1,230.13,Box Culvert,bridge,PAKKA MATA BOX CULVERT,3.0,A,22.38524588272,91.76250565776,
219,N1,230.921,Box Culvert,bridge,GLAXO BOX CULVERT,8.3,A,22.3797011826666,91.7670476533333,
220,N1,231.966,Box Culvert,bridge,CORNAIL HAT BOX CULVERT,3.0,A,22.3696841276595,91.7739258709219,
221,N1,242.016,Box Culvert,bridge,BOALIA BOX CULVERT,4.65,C,22.3599057425992,91.8522694918171,
222,N1,242.898,RCC Girder Bridge,bridge,BAKULIA BRIDGE,14.7,B,22.3522674714754,91.852622049836,
223,N1,244.367,RCC Girder Bridge,bridge,5 No hafez bazar Bridge,39.67,C,22.3395393508599,91.8533871579852,
224,N1,244.856,RCC Girder Bridge,bridge,Tulatuli Bridge,40.38,C,22.3357673216494,91.8538536927835,
225,N1,244.975,RCC Girder Bridge,bridge,Rajakhali Bridge,49.31,C,22.3349153368556,91.8533979043814,
226,N1,246.02,Truss With Timber Deck,bridge,Hajrath Sha Amanath Satu,914.0,C,22.3266451369152,91.852759390139,
227,N1,247.637,RCC Girder Bridge,bridge,SHIKALBAHA BRIDGE,11.0,C,22.3129265129032,91.856181916129,
228,N1,248.499,Box Culvert,bridge,SHIKALBAHA,15.2,C,22.306457756,91.860449028,
229,N1,249.04,Box Culvert,bridge,SOUTH MITTACHORI,3.0,A,22.3026235524271,91.8635646970873,
230,N1,249.348,Box Culvert,bridge,SHIKALBAHA BOX CULVERT,5.7,B,22.3002851293515,91.8652980307167,
231,N1,249.674,Box Culvert,bridge,KADUMTOLI CULVERT,3.0,A,22.2975350260563,91.866363031514,
232,N1,250.215,Slab Culvert,bridge,ISLAMPUR CULVERT,1.5,A,22.2932366309133,91.8684360651053,
233,N1,250.519,Box Culvert,bridge,NOLBILA CULVERT,3.0,A,22.2916421411764,91.8702911411764,
234,N1,250.841,Box Culvert,bridge,SHIKALBAHA MORE,3.0,A,22.2926079302013,91.8730201176733,
235,N1,251.281,Box Culvert,bridge,SHIKALBAHA BOX CULVERT,3.0,A,22.2944653526717,91.876717971374,
236,N1,251.538,PC Girder Bridge,bridge,SHIKALBAHA BRIDGE,116.5,C,22.2962698699619,91.8807528022813,
237,N1,252.506,Box Culvert,bridge,SHANTERHAT CULVERT,3.0,B,22.2988369230769,91.8873512822898,
238,N1,253.777,Box Culvert,bridge,SHANTERHAT BOX CULVERT,3.1,B,22.3021025781938,91.8992582823788,
239,N1,254.333,Box Culvert,bridge,KUSUMPUR BOX CULVERT,3.0,A,22.3035365502293,91.9044227217889,
240,N1,255.505,Box Culvert,bridge,tassi bazer(R,3.0,A,22.3083189877358,91.9142153009434,
241,N1,255.505,Box Culvert,bridge,MUNSHA BOX CULVERT(L,10.8,B,22.3083189877358,91.9142153009434,
242,N1,256.378,Box Culvert,bridge,MONSHA CULVERT,3.0,A,22.3137546831094,91.9203176378118,
243,N1,256.89,Box Culvert,bridge,UTTOR SONAPUR,3.0,A,22.3157468089473,91.9243524131578,
244,N1,257.94,Steel Beam & RCC Slab,bridge,Pirol,5.3,A,22.3137565607999,91.9339832312,
245,N1,259.795,Box Culvert,bridge,UZIRPUR HIGH SCHOOL,3.0,A,22.3084394099236,91.9483886979643,
246,N1,262.116,PC Girder Bridge,bridge,PATIYA BRIDGE,50.8,C,22.3006016043999,91.9658457726,
247,N1,264.369,Box Culvert,bridge,PALYA BUS STATION,12.4,A,22.2911451997412,91.9833668252263,
248,N1,265.483,PC Girder Bridge,bridge,SRIMI BRIDGE,60.5,C,22.2859320161666,91.992309198,
249,N1,266.424,Box Culvert,bridge,KOMOLMUNSHE HAT BOX CULVERT,14.0,B,22.2811424692972,91.9995571696216,
250,N1,267.818,Box Culvert,bridge,KHORNA CULVERT,3.0,A,22.2710895749999,92.00559725,
251,N1,268.954,RCC Girder Bridge,bridge,KHORNA BVS STATION,14.8,C,22.2611613745967,92.0073035838709,
252,N1,269.199,Box Culvert,bridge,AJIMPUR CUL,9.8,C,22.2590515857142,92.0081111238095,
253,N1,269.721,Box Culvert,bridge,MOJAFFARABAD,9.2,A,22.2549374824626,92.0103021287313,
254,N1,269.99,Box Culvert,bridge,MOJAFFORABAD BOX CULVERT,6.0,A,22.2531199613981,92.0119718729483,
255,N1,270.642,Box Culvert,bridge,MOJAFFORABAD,9.4,A,22.2487130149162,92.0158341025875,
256,N1,271.89,Box Culvert,bridge,ROWSONAT CUL,14.0,A,22.24038615762,92.0217918336116,
257,N1,272.356,Box Culvert,bridge,KANCHANAGAR CUL,14.0,A,22.2366345532374,92.0232647489208,
258,N1,273.008,Steel Beam & RCC Slab,bridge,KHANCHANAGAR BADAMTOLA,12.6,B,22.2314978226851,92.0249656611111,
259,N1,273.443,Box Culvert,bridge,NORTH JOARA PAKKAR DOKAN,9.4,B,22.2260608528604,92.0264650356979,
260,N1,273.878,Box Culvert,bridge,GASBAREA BOX CULVERT,14.0,A,22.2222719897959,92.0273785979591,
261,N1,274.66,Box Culvert,bridge,GASBAREA COLLEGE BOX CULVERT,9.2,A,22.2155873504854,92.0290230394174,
262,N1,275.943,RCC Girder Bridge,bridge,Mazar Point Bridge,50.8,D,22.2071026538461,92.03633246993,
263,N1,276.281,Box Culvert,bridge,KHOLGHAR CUL,9.2,B,22.2049837597806,92.0383312340036,
264,N1,280.299,Box Culvert,bridge,NOYARHAT,12.3,B,22.1739178955307,92.0532925435754,
265,N1,282.994,RCC Girder Bridge,bridge,Sangu Bridge,211.0,B,22.1586272806451,92.0682063096774,
266,N1,284.134,Box Culvert,bridge,KATGOR CULVERT,9.2,A,22.1498523145631,92.0696330718446,
267,N1,285.58,Box Culvert,bridge,MOULOVER DOKAN,12.4,A,22.1369522329341,92.0699301281437,
268,N1,286.08,Box Culvert,bridge,PATATR PULL CULVERT,15.4,A,22.1325208428571,92.0701565366459,
269,N1,286.378,PC Girder Bridge,bridge,Pathanerpul Bridge,33.65,A,22.1299160285714,92.0706024714285,
270,N1,286.631,RCC Girder Bridge,bridge,NOYAKHALAR MUK,28.0,A,22.1277338010309,92.0710012276288,
271,N1,287.144,Box Culvert,bridge,NOYAKHALARMUK,15.4,A,22.1230775989717,92.071701048329,
272,N1,287.487,Box Culvert,bridge,NOYA KHALAR MUK (KARANIERHAT BOX CULVERT,20.4,A,22.1204875006655,92.0719705134775,
273,N1,288.329,Box Culvert,bridge,KARANERHAT CULVERT,5.0,A,22.1133524851063,92.0726869042553,
274,N1,289.889,Box Culvert,bridge,KARANERHAT CULVERT,7.2,A,22.09827857,92.074800422,
275,N1,290.719,Box Culvert,bridge,KOACHIA(MADARBHI,11.2,A,22.0935775004504,92.0805047995495,
276,N1,292.426,Box Culvert,bridge,MITADIGI ACADEMY,2.0,A,22.0840668315789,92.093196937799,
277,N1,293.134,Box Culvert,bridge,MITADIGI,12.6,A,22.080520608,92.0984855314285,
278,N1,294.534,RCC Girder Bridge,bridge,Raj Ghata Bridge,30.3,B,22.0695600813559,92.1042754237288,
279,N1,294.77,Box Culvert,bridge,THAKUR DIGI BOX CULVERT,2.0,A,22.0679099558303,92.1055530035335,
280,N1,295.295,PC Girder Bridge,bridge,KHORIANAGAR BRIDGE,38.8,A,22.0637567157894,92.1071061094736,
281,N1,295.625,Box Culvert,bridge,NOYA PARA BOX CULVERT,2.5,A,22.06088615,92.10773337,
282,N1,296.135,Box Culvert,bridge,PODUA NOYA PARA BOX CULVERT,8.2,A,22.0565051155339,92.1090854592233,
283,N1,296.647,Box Culvert,bridge,PODUA BAZAR BOX CULVERT,12.6,A,22.0519296419354,92.1090613887096,
284,N1,297.034,Box Culvert,bridge,PODUA BAZAR BOX CULVERT,6.0,A,22.0483713234624,92.1081938519362,
285,N1,297.569,Box Culvert,bridge,BARO AWLIA(R,13.64,A,22.0440962566176,92.1070629529411,
286,N1,298.405,Box Culvert,bridge,TALOCKDAR PARA,2.5,A,22.0375898525773,92.1039891092783,
287,N1,299.057,Box Culvert,bridge,AMIRABAD BOX CULVERT,2.5,A,22.031864884656,92.1041246666666,
288,N1,299.434,PC Girder Bridge,bridge,AMIRABAD PC GIDER BRIDGE,68.8,A,22.0287013636363,92.1034293272727,
289,N1,299.756,Box Culvert,bridge,AMIRABAD LOHAGOR BOX CULVERT,2.0,A,22.0260045474972,92.1026967443826,
290,N1,300.406,Box Culvert,bridge,AMIRABAD LOHAGORA BOX CULVERT,10.0,A,22.0204980278439,92.1014277681473,
291,N1,302.237,Box Culvert,bridge,LOHAGORA L.S BOX CULVERT,3.0,A,22.0078200503225,92.0927765812903,
292,N1,302.729,Box Culvert,bridge,DIGIRPARK BOX CULVERT,12.6,A,22.0041726139784,92.0905686346236,
293,N1,303.237,Box Culvert,bridge,DIGIRPAR BOX CULVERT,6.2,A,22.00042964,92.0883193766666,
294,N1,303.782,Box Culvert,bridge,ZADUNAGOR FILLING BOX CULVERT,3.0,A,21.9958359641681,92.0874589126142,
295,N1,303.793,Box Culvert,bridge,ZADUNAPUR SHAPIR FILLING STATION -(2 BOX CULVERT,12.4,A,21.9957410021937,92.0874460645338,
